WL(nm),Spot6 Blue,Spot6 Green,Spot6 Red,Spot6 NIR,Spot6 Pan
463,0.85129313,0.00001014,0.00003781,0.00008914,0.81090952
464,0.85144931,0.00001042,0.00003645,0.00009611,0.81371638
465,0.85321674,0.00001060,0.00003408,0.00010759,0.81431418
466,0.85405128,0.00001115,0.00003160,0.00011246,0.81316313
467,0.85387063,0.00001174,0.00003251,0.00011011,0.81141755
468,0.85555834,0.00001254,0.00003509,0.00009290,0.81097193
469,0.86252514,0.00001338,0.00003935,0.00006854,0.81322836
470,0.87558536,0.00001400,0.00004494,0.00005014,0.81878063
471,0.89251130,0.00001431,0.00005115,0.00003890,0.82800769
472,0.90900546,0.00001481,0.00005707,0.00003142,0.83916423
473,0.92154349,0.00001528,0.00006145,0.00002673,0.85084085
474,0.92918777,0.00001646,0.00006038,0.00002266,0.86161004
475,0.93306769,0.00001812,0.00005716,0.00002061,0.87040692
476,0.93515923,0.00001991,0.00005354,0.00002008,0.87637562
477,0.93666027,0.00002232,0.00004978,0.00002029,0.87967534
478,0.93739349,0.00002548,0.00004759,0.00002207,0.88047879
479,0.93661481,0.00002855,0.00004735,0.00002564,0.88112137
480,0.93379608,0.00003235,0.00005985,0.00003063,0.88175192
481,0.92929650,0.00003705,0.00006501,0.00003885,0.88365397
482,0.92442581,0.00004200,0.00005803,0.00004812,0.88759508
483,0.92058032,0.00004766,0.00006474,0.00005996,0.89291809
484,0.91895381,0.00005414,0.00006650,0.00007077,0.89912245
485,0.92090421,0.00006070,0.00006908,0.00007965,0.90543957
486,0.92631122,0.00006821,0.00006585,0.00008609,0.91146456
487,0.93455782,0.00007648,0.00005102,0.00008841,0.91547923
488,0.94463030,0.00008464,0.00003616,0.00008691,0.91843965
489,0.95473194,0.00009410,0.00002648,0.00008090,0.91963891
490,0.96364502,0.00010524,0.00002034,0.00007026,0.91975983
491,0.97043568,0.00011803,0.00001645,0.00005867,0.91963913
492,0.97436437,0.00013402,0.00001363,0.00004706,0.91947516
493,0.97495098,0.00015319,0.00001142,0.00003684,0.92025788
494,0.97200508,0.00017614,0.00000950,0.00002888,0.92260193
495,0.96636029,0.00020243,0.00000755,0.00002252,0.92575482
496,0.95962307,0.00023094,0.00000648,0.00001864,0.93070662
497,0.95371958,0.00026260,0.00000560,0.00001631,0.93550391
498,0.95061152,0.00029673,0.00000476,0.00001512,0.94001389
499,0.95192705,0.00033499,0.00000466,0.00001579,0.94383039
500,0.95818895,0.00038048,0.00000444,0.00001740,0.94609629
501,0.96856416,0.00043594,0.00000389,0.00002076,0.94688618
502,0.98070274,0.00050952,0.00000408,0.00002500,0.94624211
503,0.99142860,0.00061362,0.00000399,0.00002970,0.94455744
504,0.99788650,0.00076395,0.00000392,0.00003324,0.94265988
505,1.00000000,0.00097908,0.00000436,0.00003568,0.94120799
506,0.99910819,0.00126923,0.00000413,0.00003719,0.94079078
507,0.99808156,0.00163382,0.00000397,0.00003637,0.94176327
508,0.99650360,0.00207590,0.00000424,0.00003522,0.94473408
509,0.99314712,0.00261314,0.00000400,0.00003204,0.94915584
510,0.98404465,0.00327921,0.00000389,0.00002806,0.95419339
511,0.96550845,0.00413303,0.00000385,0.00002554,0.95954236
512,0.93867401,0.00526369,0.00000390,0.00002401,0.96459688
513,0.90804427,0.00684627,0.00000379,0.00002509,0.96902841
514,0.87480177,0.00915649,0.00000357,0.00002676,0.97179112
515,0.83387151,0.01267648,0.00000383,0.00003097,0.97317857
516,0.77606904,0.01800685,0.00000386,0.00003703,0.97320070
517,0.69859059,0.02585007,0.00000378,0.00004613,0.97218736
518,0.60871934,0.03667779,0.00000439,0.00006025,0.97091309
519,0.51759429,0.05118064,0.00000377,0.00007876,0.97035732
520,0.43125686,0.07035894,0.00000416,0.00010325,0.96996616
521,0.34977809,0.09617429,0.00000494,0.00012473,0.97140258
522,0.27392459,0.13094754,0.00000455,0.00014349,0.97376942
523,0.20473488,0.17727190,0.00000553,0.00015902,0.97636229
524,0.14738691,0.23641290,0.00000605,0.00017128,0.97957895
525,0.10459452,0.30751157,0.00000613,0.00017677,0.98311659
526,0.07555179,0.38790047,0.00000672,0.00017814,0.98550114
527,0.05654570,0.47436827,0.00000696,0.00017111,0.98688700
528,0.04380857,0.56468213,0.00000744,0.00016498,0.98705275
529,0.03477386,0.65643377,0.00000760,0.00016271,0.98569258
530,0.02793581,0.74674718,0.00000766,0.00016590,0.98301588
531,0.02225302,0.82841738,0.00000770,0.00017244,0.97915984
532,0.01751704,0.89713046,0.00000725,0.00018189,0.97493690
533,0.01359022,0.94858047,0.00000682,0.00018854,0.97129138
534,0.01046026,0.98476388,0.00000716,0.00019224,0.96813872
535,0.00814691,1.00572477,0.00000758,0.00019405,0.96649466
536,0.00649078,1.01799762,0.00000759,0.00019354,0.96685400
537,0.00530930,1.02241761,0.00000722,0.00018898,0.96849224
538,0.00446096,1.02351216,0.00000805,0.00018087,0.97201807
539,0.00383097,1.02270186,0.00000826,0.00017218,0.97702694
540,0.00333164,1.02115905,0.00000816,0.00016359,0.98197923
541,0.00292664,1.01965328,0.00000835,0.00015899,0.98753229
542,0.00257637,1.01731773,0.00000798,0.00015586,0.99230951
543,0.00225949,1.01540955,0.00000798,0.00015606,0.99540351
544,0.00198202,1.01129946,0.00000796,0.00015819,0.99740084
545,0.00172287,1.00955329,0.00000817,0.00016068,0.99730413
546,0.00150439,1.00573235,0.00000856,0.00016530,0.99558763
547,0.00130359,1.00407549,0.00000897,0.00016816,0.99262103
548,0.00113903,1.00164097,0.00000920,0.00017049,0.98803927
549,0.00099076,1.00130077,0.00000935,0.00017164,0.98368879
550,0.00086925,0.99962912,0.00000980,0.00017169,0.97966358
551,0.00076142,1.00130006,0.00001003,0.00017074,0.97601679
552,0.00067853,1.00140898,0.00000998,0.00017054,0.97409076
553,0.00060841,1.00384853,0.00001038,0.00016913,0.97356455
554,0.00055953,1.00599723,0.00001044,0.00016744,0.97460306
555,0.00051880,1.00910590,0.00001035,0.00016766,0.97733165
556,0.00049699,1.01051975,0.00001090,0.00016951,0.98142794
557,0.00047445,1.01099594,0.00001143,0.00017426,0.98607299
558,0.00045863,1.00890543,0.00001155,0.00018167,0.99104944
559,0.00044229,1.00483865,0.00001240,0.00019232,0.99556304
560,0.00042470,0.99901144,0.00001322,0.00020428,0.99892911
561,0.00040647,0.99220799,0.00001374,0.00021790,1.00128281
562,0.00038780,0.98468953,0.00001466,0.00023244,1.00206838
563,0.00035963,0.97823873,0.00001507,0.00024402,1.00124192
564,0.00033330,0.97314859,0.00001561,0.00025416,0.99879621
565,0.00029660,0.97022501,0.00001799,0.00026158,0.99466280
566,0.00027179,0.96868569,0.00001806,0.00026375,0.99032401
567,0.00024451,0.97004107,0.00001990,0.00026297,0.98568114
568,0.00022875,0.97166154,0.00002207,0.00026655,0.98102690
569,0.00021524,0.97626613,0.00002400,0.00026988,0.97756954
570,0.00021255,0.98067188,0.00002768,0.00027504,0.97495949
571,0.00021004,0.98683373,0.00003153,0.00028070,0.97366152
572,0.00021079,0.99219054,0.00003519,0.00028807,0.97436348
573,0.00021138,0.99666299,0.00003855,0.00030046,0.97596613
574,0.00021521,1.00000000,0.00004048,0.00031707,0.97930722
575,0.00021336,0.99912543,0.00004339,0.00033920,0.98307748
576,0.00021459,0.99696320,0.00004685,0.00036610,0.98726114
577,0.00020993,0.99036225,0.00004712,0.00039570,0.99154671
578,0.00020747,0.98384547,0.00004885,0.00043575,0.99533904
579,0.00019888,0.97519907,0.00005031,0.00048703,0.99803299
580,0.00019065,0.96391617,0.00005058,0.00053825,0.99950550
581,0.00018249,0.94573906,0.00005380,0.00057909,1.00000000
582,0.00017164,0.91096960,0.00006109,0.00060314,0.99848218
583,0.00016473,0.85904551,0.00006875,0.00061674,0.99593416
584,0.00015826,0.79290657,0.00008360,0.00061491,0.99288307
585,0.00015437,0.72361833,0.00010367,0.00059039,0.98834389
586,0.00015378,0.65257621,0.00013385,0.00054258,0.98366197
587,0.00015002,0.57623116,0.00017220,0.00047833,0.97971238
588,0.00015089,0.48870213,0.00021349,0.00039787,0.97601117
589,0.00015050,0.39405229,0.00025613,0.00031987,0.97307044
590,0.00015245,0.29840580,0.00029745,0.00025214,0.97155305
591,0.00015136,0.21347365,0.00033957,0.00019590,0.97102663
592,0.00015264,0.14739732,0.00038077,0.00015376,0.97152475
593,0.00015147,0.10143634,0.00042014,0.00012305,0.97341779
594,0.00015009,0.07106678,0.00045664,0.00010304,0.97585074
595,0.00014792,0.05101665,0.00049082,0.00008730,0.97896590
596,0.00014493,0.03753145,0.00052462,0.00007548,0.98255796
597,0.00014083,0.02803887,0.00057202,0.00006686,0.98543794
598,0.00013665,0.02107987,0.00064046,0.00006139,0.98789503
599,0.00013056,0.01582745,0.00073788,0.00005448,0.98994151
600,0.00012700,0.01178705,0.00088389,0.00005006,0.99059899
601,0.00012212,0.00868732,0.00109195,0.00004759,0.99029895
602,0.00011620,0.00634606,0.00138377,0.00004287,0.98922305
603,0.00011384,0.00461992,0.00179072,0.00003904,0.98676544
604,0.00010918,0.00337907,0.00234897,0.00003667,0.98389430
605,0.00010782,0.00250694,0.00310035,0.00003331,0.98067297
606,0.00010377,0.00189987,0.00409611,0.00003138,0.97675508
607,0.00010231,0.00147499,0.00539886,0.00002877,0.97324400
608,0.00010126,0.00117574,0.00764596,0.00002657,0.97055473
609,0.00010021,0.00096470,0.00982485,0.00002417,0.96803100
610,0.00009925,0.00080813,0.01250677,0.00002328,0.96629732
611,0.00009923,0.00069267,0.01576553,0.00002129,0.96561899
612,0.00009906,0.00060187,0.01971871,0.00002036,0.96564173
613,0.00009850,0.00053101,0.02460136,0.00001896,0.96639591
614,0.00009892,0.00046977,0.03076162,0.00001779,0.96771777
615,0.00009742,0.00041864,0.03870973,0.00001738,0.96934976
616,0.00009802,0.00037515,0.04932564,0.00001579,0.97124886
617,0.00009809,0.00033197,0.06405112,0.00001598,0.97291816
618,0.00009662,0.00029595,0.08527458,0.00001498,0.97432735
619,0.00009692,0.00026098,0.11683854,0.00001430,0.97530655
620,0.00009575,0.00022974,0.16336997,0.00001381,0.97542227
621,0.00009546,0.00020299,0.22811553,0.00001310,0.97463623
622,0.00009575,0.00017878,0.30778033,0.00001315,0.97308990
623,0.00009469,0.00015870,0.39105868,0.00001249,0.97065297
624,0.00009485,0.00014470,0.46939880,0.00001236,0.96750332
625,0.00009453,0.00012912,0.54633346,0.00001250,0.96379792
626,0.00009384,0.00012281,0.62987089,0.00001178,0.95963369
627,0.00009463,0.00011148,0.71765372,0.00001194,0.95522586
628,0.00009451,0.00010580,0.80227884,0.00001165,0.95099476
629,0.00009458,0.00010508,0.87400338,0.00001136,0.94711647
630,0.00009520,0.00009942,0.92669327,0.00001177,0.94373897
631,0.00009478,0.00009982,0.95728386,0.00001162,0.94086191
632,0.00009588,0.00009664,0.97246242,0.00001149,0.93909609
633,0.00009579,0.00009667,0.98093913,0.00001162,0.93751312
634,0.00009545,0.00009589,0.98815314,0.00001162,0.93716161
635,0.00009560,0.00009628,0.99512479,0.00001183,0.93749275
636,0.00009549,0.00009600,1.00000000,0.00001163,0.93844552
637,0.00009549,0.00009459,1.00071278,0.00001211,0.93992284
638,0.00009551,0.00009484,0.99509151,0.00001182,0.94157292
639,0.00009535,0.00009162,0.98322813,0.00001142,0.94327292
640,0.00009579,0.00009246,0.96618038,0.00001146,0.94494878
641,0.00009570,0.00008883,0.94726377,0.00001129,0.94621266
642,0.00009544,0.00008616,0.92911907,0.00001064,0.94689150
643,0.00009552,0.00008688,0.91427200,0.00001038,0.94695971
644,0.00009622,0.00008318,0.90407257,0.00001123,0.94601526
645,0.00009645,0.00008295,0.89868685,0.00001061,0.94485162
646,0.00009648,0.00008153,0.89729260,0.00001039,0.94216490
647,0.00009799,0.00008262,0.90048309,0.00001007,0.93936780
648,0.00009797,0.00008265,0.90619876,0.00001068,0.93516770
649,0.00009864,0.00008855,0.91486402,0.00001053,0.93117984
650,0.00009916,0.00009224,0.92548194,0.00001131,0.92600825
651,0.00010183,0.00008974,0.93716217,0.00001150,0.92184558
652,0.00010153,0.00010120,0.95109280,0.00001210,0.91679022
653,0.00010358,0.00010537,0.96341044,0.00001199,0.91281220
654,0.00010461,0.00010299,0.97756310,0.00001228,0.90873714
655,0.00010712,0.00011271,0.98873468,0.00001244,0.90559995
656,0.00010718,0.00011213,1.00002059,0.00001267,0.90280144
657,0.00011085,0.00011810,1.00784176,0.00001226,0.90151379
658,0.00011321,0.00011639,1.01361246,0.00001236,0.90018969
659,0.00011173,0.00011824,1.01518655,0.00001242,0.90026306
660,0.00011398,0.00011152,1.01365106,0.00001236,0.90055224
661,0.00011982,0.00011302,1.00889905,0.00001227,0.90169504
662,0.00011831,0.00010361,1.00094470,0.00001222,0.90303974
663,0.00012135,0.00010441,0.99098939,0.00001218,0.90479165
664,0.00012902,0.00009482,0.97907661,0.00001214,0.90660298
665,0.00012720,0.00009519,0.96736515,0.00001206,0.90788333
666,0.00013658,0.00008675,0.95491923,0.00001202,0.90928294
667,0.00013538,0.00008735,0.94403019,0.00001242,0.90961910
668,0.00014397,0.00008078,0.93408742,0.00001231,0.91044105
669,0.00014356,0.00008067,0.92588661,0.00001283,0.90941307
670,0.00015119,0.00007509,0.91979557,0.00001325,0.90884628
671,0.00015202,0.00007486,0.91551236,0.00001395,0.90648792
672,0.00015693,0.00006895,0.91345541,0.00001410,0.90426184
673,0.00015686,0.00006944,0.91406966,0.00001399,0.90090015
674,0.00015130,0.00006375,0.91586446,0.00001534,0.89728707
675,0.00015184,0.00006358,0.92112352,0.00001580,0.89360311
676,0.00013690,0.00005878,0.92637606,0.00001690,0.88921759
677,0.00013092,0.00005896,0.93343259,0.00001748,0.88536863
678,0.00013335,0.00005523,0.93977000,0.00001885,0.88109823
679,0.00011361,0.00005501,0.94511856,0.00001898,0.87784434
680,0.00010715,0.00005343,0.94655018,0.00001988,0.87367129
681,0.00010823,0.00005281,0.94482431,0.00002137,0.87100044
682,0.00009932,0.00005140,0.93695460,0.00002320,0.86849439
683,0.00009856,0.00005170,0.92470622,0.00002504,0.86645265
684,0.00009765,0.00005134,0.90515848,0.00002641,0.86555715
685,0.00009914,0.00005138,0.87651239,0.00002837,0.86486409
686,0.00010008,0.00005107,0.84722733,0.00003079,0.86444275
687,0.00010777,0.00005085,0.81626058,0.00003251,0.86462554
688,0.00010686,0.00005096,0.77926628,0.00003533,0.86421244
689,0.00011218,0.00005018,0.74095072,0.00003740,0.86509991
690,0.00012769,0.00005046,0.69853161,0.00004081,0.86504142
691,0.00012456,0.00004904,0.65530863,0.00004361,0.86574075
692,0.00014074,0.00004833,0.60957078,0.00004639,0.86547448
693,0.00014680,0.00004769,0.56408506,0.00004986,0.86537728
694,0.00014400,0.00004781,0.51760530,0.00005346,0.86481040
695,0.00015360,0.00004694,0.47150814,0.00005805,0.86329140
696,0.00015552,0.00004600,0.42482252,0.00006226,0.86242059
697,0.00015166,0.00004584,0.37706746,0.00006694,0.85986818
698,0.00015221,0.00004562,0.32909071,0.00007188,0.85807444
699,0.00014625,0.00004584,0.28093192,0.00007800,0.85502168
700,0.00014561,0.00004525,0.23513938,0.00008485,0.85224705
701,0.00013613,0.00004562,0.19289082,0.00009055,0.84852762
702,0.00013172,0.00004612,0.15584587,0.00010008,0.84517422
703,0.00013242,0.00004747,0.12438828,0.00010713,0.84157685
704,0.00012141,0.00004854,0.09857760,0.00011933,0.83807810
705,0.00012300,0.00004734,0.07759031,0.00012975,0.83443274
706,0.00011836,0.00004932,0.06074302,0.00014324,0.83120263
707,0.00010821,0.00004894,0.04708451,0.00015785,0.82819085
708,0.00010974,0.00005047,0.03618668,0.00017539,0.82520041
709,0.00010309,0.00004972,0.02749464,0.00019507,0.82259510
710,0.00010302,0.00005030,0.02064713,0.00021689,0.82050631
711,0.00010127,0.00005129,0.01533676,0.00024318,0.81863236
712,0.00009629,0.00004999,0.01131374,0.00027135,0.81673157
713,0.00009854,0.00005048,0.00832392,0.00030518,0.81518962
714,0.00009280,0.00004864,0.00613477,0.00034281,0.81376687
715,0.00009475,0.00004901,0.00454626,0.00039712,0.81276571
716,0.00009054,0.00004923,0.00340798,0.00044651,0.81111987
717,0.00009196,0.00004719,0.00258536,0.00050188,0.81039972
718,0.00008822,0.00004950,0.00199356,0.00056707,0.80884166
719,0.00008866,0.00004776,0.00156305,0.00063984,0.80742716
720,0.00008744,0.00005348,0.00125005,0.00072378,0.80605476
721,0.00008550,0.00005702,0.00101327,0.00081879,0.80328088
722,0.00008673,0.00005214,0.00085049,0.00092782,0.80094601
723,0.00008483,0.00006320,0.00071368,0.00105511,0.79797843
724,0.00008628,0.00005556,0.00062520,0.00120160,0.79448406
725,0.00008449,0.00007144,0.00054959,0.00137088,0.79079478
726,0.00009254,0.00005903,0.00049985,0.00156792,0.78664955
727,0.00008532,0.00005649,0.00047162,0.00180276,0.78403080
728,0.00009594,0.00007807,0.00043891,0.00207920,0.77837404
729,0.00008917,0.00004800,0.00042848,0.00240799,0.77671056
730,0.00009084,0.00004042,0.00040347,0.00280298,0.77071265
731,0.00010183,0.00005618,0.00038227,0.00327494,0.76860809
732,0.00009128,0.00002571,0.00035692,0.00384821,0.76568459
733,0.00010000,0.00003251,0.00033769,0.00454832,0.76096821
734,0.00008800,0.00002175,0.00030789,0.00540493,0.75943556
735,0.00009430,0.00000592,0.00029814,0.00645469,0.75440145
736,0.00008055,0.00001077,0.00024879,0.00774941,0.74853854
737,0.00008475,0.00000286,0.00021170,0.00936399,0.73756232
738,0.00007796,0.00000380,0.00018471,0.01137832,0.72050194
739,0.00007850,0.00000323,0.00013393,0.01388118,0.69619742
740,0.00007713,0.00000149,0.00012509,0.01700597,0.66466129
741,0.00007770,0.00000247,0.00007240,0.02092752,0.62570237
742,0.00007623,0.00000112,0.00006419,0.02586928,0.58042003
743,0.00007664,0.00000145,0.00003891,0.03206911,0.52946690
744,0.00007474,0.00000111,0.00003294,0.03985523,0.47429123
745,0.00007405,0.00000139,0.00002353,0.04956652,0.41572304
746,0.00007519,0.00000105,0.00002711,0.06173849,0.35577781
747,0.00007318,0.00000141,0.00001690,0.07680296,0.29694274
748,0.00007349,0.00000097,0.00001474,0.09550239,0.24182875
749,0.00007204,0.00000085,0.00001598,0.11837088,0.19245049
750,0.00007375,0.00000123,0.00001292,0.14615821,0.15026362
751,0.00007369,0.00000158,0.00001366,0.19110224,0.11482153
752,0.00007149,0.00000089,0.00001329,0.23178705,0.08854978
753,0.00007148,0.00000137,0.00001411,0.27801636,0.06698482
754,0.00007312,0.00000086,0.00002354,0.33031673,0.05109390
755,0.00007167,0.00000158,0.00009563,0.38771033,0.03916000
756,0.00007255,0.00000202,0.00012882,0.44914649,0.03018623
757,0.00007120,0.00000091,0.00011528,0.51370254,0.02342899
758,0.00007186,0.00000174,0.00001687,0.57939644,0.01832614
759,0.00007087,0.00000102,0.00015343,0.64484781,0.01444326
760,0.00007145,0.00000200,0.00012777,0.70835304,0.01147024
761,0.00007024,0.00000128,0.00015354,0.76788190,0.00918513
762,0.00007096,0.00000479,0.00024298,0.82252523,0.00740254
763,0.00007041,0.00000149,0.00015520,0.87063314,0.00609562
764,0.00007088,0.00000719,0.00024274,0.91086251,0.00491959
765,0.00006995,0.00000417,0.00012696,0.94360264,0.00435297
766,0.00007149,0.00000502,0.00014910,0.96734308,0.00335678
767,0.00006924,0.00000963,0.00000979,0.98447500,0.00291823
768,0.00007103,0.00000561,0.00000629,0.99402844,0.00234224
769,0.00006949,0.00000984,0.00000738,0.99904759,0.00205113
770,0.00007093,0.00000949,0.00000483,1.00000000,0.00167084
771,0.00006951,0.00000318,0.00000489,0.99829749,0.00145104
772,0.00007194,0.00000643,0.00000536,0.99534944,0.00124552
773,0.00007193,0.00000153,0.00000458,0.99113813,0.00104170
774,0.00006859,0.00000184,0.00000528,0.98712837,0.00108470
775,0.00006781,0.00000116,0.00000438,0.98344438,0.00077931
776,0.00007056,0.00000173,0.00000475,0.97955733,0.00084497
777,0.00006741,0.00000086,0.00000446,0.97683333,0.00059188
778,0.00006870,0.00000185,0.00000488,0.97381307,0.00063835
779,0.00006628,0.00000089,0.00000456,0.97171326,0.00045747
780,0.00006687,0.00000193,0.00000547,0.96937935,0.00040248
781,0.00006601,0.00000096,0.00000448,0.96682308,0.00043271
782,0.00006595,0.00000196,0.00000478,0.96494693,0.00031792
783,0.00006670,0.00000116,0.00000435,0.96155704,0.00033871
784,0.00006450,0.00000200,0.00000470,0.95914861,0.00025452
785,0.00006595,0.00000115,0.00000425,0.95524656,0.00026931
786,0.00006433,0.00000195,0.00000458,0.95141098,0.00020572
787,0.00006569,0.00000131,0.00000435,0.94725240,0.00018559
788,0.00006431,0.00000197,0.00000380,0.94238136,0.00019577
789,0.00006573,0.00000125,0.00000373,0.93805030,0.00015320
790,0.00006406,0.00000187,0.00000298,0.93299243,0.00016086
791,0.00006507,0.00000099,0.00000390,0.92787669,0.00012704
792,0.00006298,0.00000070,0.00000278,0.92261726,0.00011590
793,0.00006428,0.00000049,0.00000290,0.91765026,0.00012165
794,0.00006201,0.00000119,0.00000277,0.91344782,0.00009829
795,0.00006357,0.00000051,0.00000307,0.90866986,0.00010178
796,0.00006101,0.00000135,0.00000247,0.90481152,0.00008372
797,0.00006096,0.00000086,0.00000231,0.90031693,0.00007722
798,0.00006309,0.00000153,0.00000301,0.89720732,0.00008098
799,0.00006103,0.00000104,0.00000293,0.89342505,0.00007448
800,0.00006314,0.00000186,0.00000319,0.89040645,0.00006262
801,0.00006382,0.00000156,0.00000351,0.88745245,0.00006513
802,0.00006164,0.00000205,0.00000323,0.88446834,0.00005514
803,0.00006245,0.00000293,0.00000339,0.88140255,0.00005663
804,0.00006061,0.00000170,0.00000318,0.87825555,0.00004857
805,0.00005973,0.00000296,0.00000318,0.87487903,0.00004996
806,0.00006261,0.00000182,0.00000396,0.87077850,0.00004369
807,0.00005982,0.00000266,0.00000313,0.86665463,0.00004402
808,0.00006197,0.00000171,0.00000364,0.86193864,0.00003879
809,0.00005956,0.00000236,0.00000310,0.85704385,0.00003626
810,0.00006099,0.00000240,0.00000419,0.85203260,0.00003796
811,0.00005881,0.00000093,0.00000349,0.84608531,0.00003303
812,0.00005972,0.00000174,0.00000396,0.84067874,0.00003435
813,0.00006005,0.00000183,0.00000341,0.83464870,0.00003053
814,0.00005691,0.00000096,0.00000365,0.82847182,0.00003118
815,0.00005647,0.00000144,0.00000362,0.82237664,0.00002826
816,0.00005823,0.00000177,0.00000290,0.81646034,0.00002628
817,0.00005603,0.00000076,0.00000345,0.81067178,0.00002754
818,0.00005759,0.00000198,0.00000289,0.80547624,0.00002484
819,0.00005605,0.00000079,0.00000288,0.79996761,0.00002559
820,0.00005558,0.00000160,0.00000429,0.79538371,0.00002406
821,0.00005646,0.00000058,0.00000323,0.79048464,0.00002348
822,0.00005480,0.00000154,0.00000329,0.78593335,0.00002237
823,0.00005543,0.00000070,0.00000329,0.78246221,0.00002233
824,0.00005551,0.00000161,0.00000455,0.77854086,0.00002269
825,0.00005357,0.00000076,0.00000497,0.77505353,0.00002170
826,0.00005295,0.00000068,0.00000353,0.77183963,0.00001996
827,0.00005549,0.00000245,0.00000556,0.76834628,0.00002062
828,0.00005286,0.00000079,0.00000383,0.76559075,0.00001880
829,0.00005495,0.00000299,0.00000507,0.76238953,0.00002003
830,0.00005278,0.00000128,0.00000482,0.75915219,0.00001893
831,0.00005414,0.00000285,0.00000484,0.75631414,0.00001935
832,0.00005475,0.00000154,0.00000546,0.75288758,0.00001823
833,0.00005169,0.00000296,0.00000374,0.74984835,0.00001794
